City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Krasnoarmeysk,RU,51.0239,45.6969,24.08,98,100,4.81,overcast clouds
346,Moosomin,CA,50.1333,-101.6677,17.64,93,100,16.53,overcast clouds
347,Puerto Colombia,CO,10.9878,-74.9547,86.09,69,24,6.82,few clouds
348,Garmsar,IR,35.2182,52.3409,49.3,36,100,5.01,overcast clouds
349,Puerto Madryn,AR,-42.7692,-65.0385,73.08,47,5,9.89,clear sky
350,Buraydah,SA,26.326,43.975,66.65,16,100,4.27,overcast clouds
351,Sicamous,CA,50.8331,-118.9856,25.79,90,99,2.48,overcast clouds
352,Port Blair,IN,11.6667,92.75,79.09,70,77,9.89,broken clouds
353,Komsomolskiy,UZ,40.4272,71.7189,36.82,80,75,2.3,mist
354,Kavaratti,IN,10.5669,72.642,82.74,69,40,2.42,scattered clouds
355,Shimoda,JP,34.6667,138.95,52.38,59,17,3.27,few clouds
356,Upernavik,GL,72.7868,-56.1549,4.06,96,100,2.44,overcast clouds
357,Pochutla,MX,15.7432,-96.4661,83.82,39,3,1.7,clear sky
358,Maceio,BR,-9.6658,-35.7353,90.84,55,40,14.97,scattered clouds
359,San Patricio,US,28.017,-97.5169,77.94,86,100,14.25,overcast clouds
360,Ishigaki,JP,24.3448,124.1572,73.54,70,53,19.04,broken clouds
361,Caravelas,BR,-17.7125,-39.2481,84.36,61,100,10.13,overcast clouds
362,Kimbe,PG,-5.5502,150.1429,77.31,92,100,2.33,moderate rain
363,Sidhi,IN,24.4167,81.8833,62.22,48,44,2.68,scattered clouds
364,Noumea,NC,-22.2763,166.4572,69.78,72,14,3.06,few clouds
365,Pangkalanbuun,ID,-2.6833,111.6167,75.11,97,98,2.37,overcast clouds
366,Teahupoo,PF,-17.8333,-149.2667,71.56,80,64,11.07,light rain
367,Sibolga,ID,1.7427,98.7792,77.77,90,100,3.49,moderate rain
368,Havelock,US,34.8791,-76.9013,55.94,88,75,6.91,broken clouds
369,Axim,GH,4.8699,-2.2405,84.36,69,84,7.4,broken clouds
370,Launceston,AU,-41.45,147.1667,59.14,82,90,9.22,overcast clouds
371,Maldonado,UY,-34.6667,-54.9167,75.22,74,96,8.88,overcast clouds
372,Coleraine,GB,55.1333,-6.6667,53.51,93,100,9.15,overcast clouds
373,Constantine,DZ,36.365,6.6147,54.81,58,0,6.91,clear sky
374,Yar-Sale,RU,66.8333,70.8333,-11.94,96,22,7.11,few clouds
375,Chandbali,IN,20.7833,86.7667,68.23,54,96,6.51,overcast clouds
376,Oistins,BB,13.0667,-59.5333,86.09,62,40,23.02,scattered clouds
377,Nakamura,JP,32.9833,132.9333,44.94,76,8,3.85,clear sky
378,Katsuura,JP,35.1333,140.3,46.51,61,0,6.78,clear sky
379,Romitan,UZ,39.9343,64.3814,35.55,87,90,4.61,overcast clouds
380,Stolbishche,RU,55.6468,49.216,25.25,85,90,4.0,light snow
381,Aflao,TG,6.116,1.1914,89.73,62,20,11.5,few clouds
382,Aykino,RU,62.2248,49.9922,20.46,95,100,7.2,overcast clouds
383,Manokwari,ID,-0.8667,134.0833,80.71,82,100,7.34,overcast clouds
384,Joshimath,IN,30.5667,79.5667,33.89,34,0,8.93,clear sky
385,Bonthe,SL,7.5264,-12.505,84.33,68,93,8.52,light rain
386,Icatu,BR,-2.7758,-44.0658,90.03,57,100,6.91,overcast clouds
387,Evanston,US,42.0411,-87.6901,58.95,86,90,4.0,overcast clouds
388,Panzhihua,CN,26.5851,101.7128,52.39,66,1,0.92,clear sky
389,Catuday,PH,16.2923,119.8062,76.86,68,38,10.42,scattered clouds
390,Ulladulla,AU,-35.35,150.4667,66.78,95,58,2.77,broken clouds
391,Sakakah,SA,29.9697,40.2064,71.17,36,0,4.63,clear sky
392,Hutang,CN,31.5333,119.4833,51.93,81,100,4.45,overcast clouds
393,San Juan,AR,-31.5375,-68.5364,79.75,34,0,3.91,clear sky
394,Bengkulu,ID,-3.8004,102.2655,76.59,90,100,3.8,overcast clouds
395,Thiers,FR,45.8333,3.5,34.97,79,93,2.84,overcast clouds
396,Mabaruma,GY,8.2,-59.7833,79.97,88,86,4.07,overcast clouds
397,San Jeronimo,PE,-11.9472,-75.2829,57.61,59,14,1.07,few clouds
398,Le Port,RE,-20.9373,55.2919,80.6,71,26,4.79,scattered clouds
399,Tateyama,JP,34.9833,139.8667,46.42,49,0,5.17,clear sky
400,Ati,TD,13.2154,18.3353,92.21,16,46,9.66,scattered clouds
401,Sobolevo,RU,54.4299,31.8996,31.98,91,99,6.08,overcast clouds
402,Dunedin,NZ,-45.8742,170.5036,52.81,99,100,4.32,heavy intensity rain
403,Nuuk,GL,64.1835,-51.7216,27.21,86,90,6.91,overcast clouds
404,Besancon,FR,47.2488,6.0182,47.57,100,100,5.7,overcast clouds
405,Scarborough,GB,54.2797,-0.4044,52.09,84,7,5.01,clear sky
406,Kavieng,PG,-2.5744,150.7967,83.07,77,98,12.73,overcast clouds
407,Carroll,US,39.5501,-77.0164,49.66,75,90,1.99,overcast clouds
408,Mitu,CO,1.1983,-70.1733,79.68,88,99,3.76,overcast clouds
409,Saint-Louis,SN,16.3333,-15.0,93.81,9,51,0.72,broken clouds
410,Calamar,CO,10.2511,-74.9146,87.75,60,7,5.88,clear sky
411,Meulaboh,ID,4.1363,96.1285,78.85,87,98,2.82,overcast clouds
412,Madimba,TZ,-10.4,40.3333,81.91,73,46,8.97,scattered clouds
413,Viedma,AR,-40.8135,-62.9967,79.7,35,8,12.28,clear sky
414,Vanavara,RU,60.34,102.2797,-13.7,93,100,8.95,overcast clouds
415,Hearst,CA,49.6835,-83.6665,34.05,87,100,11.88,overcast clouds
416,Krasnoselkup,RU,65.7,82.4667,-3.8,100,100,5.35,overcast clouds
417,Beeville,US,28.4008,-97.7483,76.55,94,90,8.05,overcast clouds
418,Venice,US,27.0998,-82.4543,77.23,80,1,13.8,clear sky
419,Letka,RU,59.6011,49.4232,18.5,95,100,6.02,light snow
420,Charagua,BO,-19.8,-63.2167,74.77,92,98,3.69,overcast clouds
421,Bandrele,YT,-12.9067,45.1914,82.15,74,20,6.91,few clouds
422,Obo,CF,5.3998,26.4869,94.32,20,99,4.97,overcast clouds
423,Tura,IN,25.5198,90.2201,59.72,78,81,3.0,broken clouds
424,Deputatskiy,RU,69.3,139.9,-21.64,96,98,2.57,overcast clouds
425,Mapiripan,CO,2.8892,-72.1256,86.88,57,57,11.79,broken clouds
426,Kudahuvadhoo,MV,2.6708,72.8944,82.18,76,23,10.49,few clouds
427,Mildura,AU,-34.2,142.15,66.16,45,0,8.05,clear sky
428,Marsa Matruh,EG,31.3525,27.2453,61.79,54,66,17.13,broken clouds
429,Lorengau,PG,-2.0226,147.2712,82.0,81,100,16.15,light rain
430,Byron Bay,AU,-28.65,153.6167,69.06,84,3,4.07,clear sky
431,Suntar,RU,62.1444,117.6319,-12.77,94,100,9.46,overcast clouds
432,Malinovskiy,RU,61.1953,62.8397,4.01,97,55,2.62,broken clouds
433,Dongsheng,CN,39.8161,109.9776,21.15,49,16,23.42,few clouds
434,Ferme-Neuve,CA,46.7001,-75.4493,24.58,52,100,9.33,overcast clouds
435,Wuda,CN,39.4994,106.7117,25.65,40,5,19.44,clear sky
436,Harwich,GB,51.9419,1.2844,55.54,80,98,5.01,overcast clouds
437,Clonakilty,IE,51.6231,-8.8706,52.09,91,5,10.18,clear sky
438,La Palma,US,33.8464,-118.0467,50.04,93,40,0.0,scattered clouds
439,Pozo Colorado,PY,-23.4923,-58.7972,95.92,35,78,6.69,broken clouds
440,George Town,MY,5.4112,100.3354,84.88,75,20,8.05,few clouds
441,Elkton,US,39.6068,-75.8333,53.13,66,16,1.01,few clouds
442,The Valley,AI,18.217,-63.0578,84.81,74,20,16.11,few clouds
443,Gat,IL,31.61,34.7642,61.48,44,0,6.71,clear sky
444,Luganville,VU,-15.5333,167.1667,77.56,87,21,6.82,few clouds
445,Lata,PT,40.1629,-8.3327,68.49,51,14,4.07,few clouds
446,Paignton,GB,50.4357,-3.5679,56.35,86,76,1.01,broken clouds
447,Shar,KZ,49.5886,81.0453,15.87,84,100,13.11,overcast clouds
448,Sol-Iletsk,RU,51.1631,54.9918,27.09,91,100,10.83,overcast clouds
449,Abalak,RU,58.1286,68.5944,15.6,96,98,7.16,overcast clouds
450,Ocean City,US,39.2776,-74.5746,56.28,73,9,5.99,clear sky
451,Iqaluit,CA,63.7506,-68.5145,-6.07,71,20,9.22,few clouds
452,Pionerskiy,RU,54.9508,20.2275,42.75,86,100,21.14,overcast clouds
453,Anchorage,US,61.2181,-149.9003,5.63,82,90,0.0,fog
454,Tucuman,AR,-26.8241,-65.2226,69.8,88,90,10.36,mist
455,Toamasina,MG,-18.1667,49.3833,82.4,74,75,4.61,broken clouds
456,Alta Floresta,BR,-9.8756,-56.0861,87.62,74,40,2.3,scattered clouds
457,Xiaoweizhai,CN,26.1903,107.5125,53.26,99,100,2.04,overcast clouds
458,Fare,PF,-16.7,-151.0167,80.13,77,12,12.93,light rain
459,Banda Aceh,ID,5.5577,95.3222,79.63,85,20,9.82,few clouds
460,Hemsedal,NO,60.8629,8.5534,41.16,86,64,17.13,light rain
461,Mundo Nuevo,MX,18.7,-95.5,77.0,77,14,4.9,few clouds
462,Zhigansk,RU,66.7697,123.3711,-28.16,93,100,8.25,overcast clouds
463,Pacific Grove,US,36.6177,-121.9166,45.09,86,40,1.01,scattered clouds
464,Concepcion Del Uruguay,AR,-32.4825,-58.2372,86.99,52,52,5.99,broken clouds
465,Blagoyevo,RU,63.3667,47.9167,22.59,94,100,8.3,overcast clouds
466,Baijiantan,CN,45.6333,85.1833,17.29,76,100,7.11,overcast clouds
467,Linqiong,CN,30.4159,103.4609,51.62,75,100,2.84,overcast clouds
468,Baghdad,IQ,33.3406,44.4009,66.11,39,0,11.5,clear sky
469,Margate,GB,51.3813,1.3862,55.26,81,100,1.99,overcast clouds
470,Pedasi,PA,7.5333,-80.0333,80.22,77,5,13.29,clear sky
471,Kachiry,KZ,53.0675,76.1036,18.66,88,63,13.11,broken clouds
472,Konza,KE,-1.7426,37.1294,69.98,87,94,8.16,light rain
473,Luanda,AO,-8.8368,13.2343,86.0,70,75,9.22,broken clouds
474,Gouyave,GD,12.1646,-61.7296,83.17,70,20,19.57,few clouds
475,Mogadishu,SO,2.0371,45.3438,80.22,77,51,17.29,broken clouds
476,Neepawa,CA,50.2289,-99.4664,23.4,94,100,3.96,overcast clouds
477,Oranjemund,NA,-28.55,16.4333,66.81,66,3,17.98,clear sky
478,Bilma,NE,18.6853,12.9164,74.37,15,63,12.8,broken clouds
479,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,4.61,scattered clouds
480,Hammerfest,NO,70.6634,23.6821,31.73,69,20,5.75,snow
481,Otradnoye,RU,59.7775,30.8181,38.03,93,99,8.86,overcast clouds
482,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.13,87,100,3.13,overcast clouds
483,Gaziantep,TR,37.0594,37.3825,51.46,62,75,0.0,broken clouds
484,Nanortalik,GL,60.1432,-45.2371,30.7,74,100,7.0,overcast clouds
485,Bristol,US,41.8334,-71.1662,41.68,54,1,1.99,clear sky
486,Doha,QA,25.2867,51.5333,73.38,71,0,3.44,clear sky
487,Port Hardy,CA,50.6996,-127.4199,42.8,81,90,25.32,overcast clouds
488,Waitati,NZ,-45.75,170.5667,52.81,99,100,3.15,light rain
489,Dmitrovsk-Orlovskiy,RU,52.505,35.1464,29.05,86,11,4.92,few clouds
490,Ratnagiri,IN,16.9833,73.3,77.11,74,59,9.08,broken clouds
491,Bathsheba,BB,13.2167,-59.5167,86.61,62,40,23.02,scattered clouds
492,Zhigalovo,RU,54.8097,105.1578,-22.88,100,42,1.63,scattered clouds
493,Slave Lake,CA,55.2834,-114.769,-16.62,76,1,0.0,clear sky
494,Tefe,BR,-3.3542,-64.7114,78.91,94,75,3.44,light rain
495,Kungurtug,RU,50.5994,97.5228,-13.0,99,100,0.13,overcast clouds
496,Ambovombe,MG,-25.1667,46.0833,83.7,61,1,17.92,clear sky
497,Ambon,ID,-3.6954,128.1814,78.94,94,40,4.61,scattered clouds
498,Ugoofaaru,MV,5.6667,73.0,82.13,76,100,11.88,overcast clouds
499,Shelburne,CA,44.0787,-80.2041,38.19,88,100,16.04,light rain
500,Warmbad,NA,-28.45,18.7333,80.26,15,4,20.94,clear sky
501,Tanggu,CN,39.0211,117.6469,31.96,55,78,5.53,broken clouds
502,Oskarshamn,SE,57.2645,16.4484,44.98,92,99,15.48,overcast clouds
503,Dano,BF,11.15,-3.0667,97.59,10,93,5.28,overcast clouds
504,Marawi,PH,7.9986,124.2928,67.64,97,100,2.93,overcast clouds
505,Luorong,CN,24.4058,109.6086,66.96,68,100,4.54,overcast clouds
506,Itaituba,BR,-4.2761,-55.9836,91.56,62,40,5.75,scattered clouds
507,Weatherford,US,32.7593,-97.7972,71.42,79,77,4.0,broken clouds
508,Olinda,BR,-8.0089,-34.8553,85.73,70,40,11.5,scattered clouds
509,Rafaela,AR,-31.2503,-61.4867,82.0,50,100,4.0,overcast clouds
510,Andenes,NO,69.3143,16.1194,37.38,87,75,12.66,light rain
511,Leiyang,CN,26.4024,112.8591,66.51,66,100,0.81,overcast clouds
512,Sorland,NO,67.667,12.6934,42.87,75,75,23.02,broken clouds
513,Paramonga,PE,-10.6667,-77.8333,69.87,81,94,8.12,overcast clouds
514,Shahabad,IN,27.65,79.95,62.49,49,0,4.07,clear sky
515,Touros,BR,-5.1989,-35.4608,88.7,58,96,16.13,overcast clouds
516,Kundiawa,PG,-6.0167,144.9667,63.82,99,100,0.6,overcast clouds
517,Kanel,SN,15.4916,-13.1763,95.18,12,100,7.02,overcast clouds
518,Tongren,CN,27.7172,109.1853,53.38,93,100,2.71,overcast clouds
519,Nago,JP,26.5881,127.9761,68.45,70,16,13.02,few clouds
520,Husavik,IS,66.0449,-17.3389,37.31,78,100,13.73,overcast clouds
521,Rochegda,RU,62.8,43.25,24.76,96,100,7.2,light snow
522,Amzya,RU,56.2354,54.3868,22.91,96,97,7.61,overcast clouds
523,Pierre,US,44.3683,-100.351,34.29,86,1,0.0,clear sky
524,Ust-Omchug,RU,61.15,149.6333,-14.93,98,100,5.73,overcast clouds
525,Guaratinga,BR,-16.5667,-39.5667,81.27,79,100,5.19,overcast clouds
526,Kamnik,SI,46.2259,14.6121,41.45,93,90,1.14,fog
527,Talara,PE,-4.5772,-81.2719,75.96,69,0,20.71,clear sky
528,Vrangel,RU,42.7297,133.0839,29.41,45,73,5.55,broken clouds
529,Xining,CN,36.6167,101.7667,21.97,33,87,2.53,overcast clouds
530,Salym,RU,60.0625,71.4789,2.3,100,89,3.83,overcast clouds
531,San Quintin,MX,30.4833,-115.95,46.44,62,0,11.36,clear sky
532,Lompoc,US,34.6391,-120.4579,46.38,87,1,3.44,clear sky
533,Bubaque,GW,11.2833,-15.8333,82.47,52,100,5.86,overcast clouds
534,Pokrovsk,UA,48.282,37.1758,37.6,87,100,9.13,overcast clouds
535,Khoy,IR,38.5504,44.9535,41.68,44,0,0.96,clear sky
536,Chipata,ZM,-13.6333,32.65,89.82,20,67,9.66,broken clouds
537,Mecca,SA,21.4267,39.8261,81.0,41,99,12.71,overcast clouds
538,Sagaing,MM,21.8787,95.9797,67.91,65,5,2.37,clear sky
539,Hofn,IS,64.2539,-15.2082,37.42,87,40,4.61,scattered clouds
540,Ritchie,ZA,-29.038,24.6028,85.21,17,70,28.25,broken clouds
541,Flinders,AU,-34.5833,150.8552,68.2,92,99,6.06,overcast clouds
542,Bambanglipuro,ID,-7.95,110.2833,66.6,84,99,1.95,overcast clouds
543,Namatanai,PG,-3.6667,152.4333,80.15,83,68,7.47,light rain
544,Metu,ET,8.3,35.5833,71.91,43,100,4.81,overcast clouds
545,Bam,IR,29.106,58.357,50.13,24,17,2.66,few clouds
546,Mananjary,MG,-21.2167,48.3333,80.29,71,0,11.34,clear sky
547,Camocim,BR,-2.9022,-40.8411,91.06,52,99,15.12,overcast clouds
548,Coihaique,CL,-45.5752,-72.0662,61.41,51,20,4.61,few clouds
549,Aluksne,LV,57.4167,27.05,34.39,96,100,11.45,overcast clouds
550,Saryg-Sep,RU,51.5,95.6,-15.14,97,98,3.51,overcast clouds
551,Lovozero,RU,68.005,35.0117,22.48,94,100,7.92,overcast clouds
552,Roros,NO,62.5747,11.3842,15.64,86,0,4.61,clear sky
553,Phan Thiet,VN,10.9333,108.1,75.33,90,55,7.16,broken clouds
554,Chaman,PK,30.9236,66.4512,32.99,31,0,4.81,clear sky
555,Talnakh,RU,69.4865,88.3972,-16.8,100,100,4.27,overcast clouds
556,Egvekinot,RU,66.3167,-179.1667,-11.06,88,100,17.6,light snow
557,Roald,NO,62.5833,6.1333,48.33,81,75,31.07,light rain
558,Irtyshskiy,RU,58.3333,68.1333,13.19,98,88,6.6,overcast clouds
559,Lixourion,GR,38.2019,20.4314,57.2,62,20,9.22,few clouds
560,Dolores,AR,-36.3132,-57.6792,70.65,57,92,12.8,overcast clouds
561,Borogontsy,RU,62.6683,131.1683,-28.39,95,100,2.75,overcast clouds
562,Manggar,ID,-2.8833,108.2667,79.77,84,100,3.42,overcast clouds
563,Elizabeth City,US,36.2946,-76.2511,59.05,93,11,3.44,few clouds
564,Litovko,RU,49.2361,135.1742,-7.58,77,1,12.68,clear sky
565,Bela,IN,25.9333,81.9833,63.01,45,42,4.32,scattered clouds
566,Coos Bay,US,43.3665,-124.2179,42.01,94,90,12.66,overcast clouds
567,Poum,NC,-20.2333,164.0167,78.28,55,33,9.57,scattered clouds
568,Taltal,CL,-25.4,-70.4833,69.31,67,0,9.84,clear sky
569,Tibati,CM,6.4667,12.6333,90.21,16,100,5.73,overcast clouds
570,Tancitaro,MX,19.3333,-102.3667,55.42,41,0,2.8,clear sky
571,Roma,US,43.2128,-75.4557,43.88,60,1,9.22,clear sky
572,Kinston,US,35.2627,-77.5816,53.17,81,1,6.91,clear sky
573,Benghazi,LY,32.1167,20.0667,60.85,58,85,11.14,overcast clouds
574,Erenhot,CN,43.6475,111.9767,12.36,82,48,15.01,scattered clouds
575,Mareeba,AU,-17.0,145.4333,72.48,94,14,2.39,few clouds
576,Portlethen,GB,57.0547,-2.1307,53.37,76,100,4.61,overcast clouds
